pais,codigo_iso,region,cultivo,anio,superficie_hectareas,rendimiento_ton_ha,produccion_ton,fertilizantes_kg_ha,agua_riego_m3_ha,tendencia_5_anios
India,IND,Asia,Algodón,2016,2387357,2.97,7090899,245,9005,0.04665082672503437
India,IND,Asia,Té,2016,276973,2.01,556002,85,9954,-0.0011683678745867607
India,IND,Asia,Arroz,2016,2661735,8.31,22106129,264,2217,0.04451881112008982
India,IND,Asia,Girasol,2017,69762,2.43,169546,231,3474,-0.04908585383093383
India,IND,Asia,Trigo,2017,3269093,2.82,9210226,283,8916,0.015928434198986277
India,IND,Asia,Caña de azúcar,2017,7803917,75.58,589831029,120,9777,0.04774793482325117
India,IND,Asia,Cebada,2017,1493881,5.44,8125409,95,2753,0.04180488444590112
India,IND,Asia,Café,2017,132985,0.98,130017,118,7502,-0.04209807561855647
India,IND,Asia,Algodón,2017,2341234,2.96,6926238,225,2320,0.015373571955915308
India,IND,Asia,Té,2017,20051,1.15,23009,64,1154,0.020284515001910614
India,IND,Asia,Arroz,2017,1636135,6.33,10351276,299,2562,0.03947912121426998
India,IND,Asia,Girasol,2018,2378260,2.46,5856333,171,5441,-0.045343802925825676
India,IND,Asia,Trigo,2018,2080014,6.52,13563868,287,6152,-0.04843419048080654
India,IND,Asia,Caña de azúcar,2018,2247959,110.6,248624083,69,5903,-0.03375497492852941
India,IND,Asia,Cebada,2018,1646453,5.93,9766649,148,3292,0.02904980852341499
India,IND,Asia,Café,2018,47246,1.55,73103,161,4803,0.033867465761317495
India,IND,Asia,Algodón,2018,2519068,4.01,10098800,57,5478,0.028354813898046213
India,IND,Asia,Té,2018,122560,1.97,241747,224,7227,-0.04143058823632643
India,IND,Asia,Arroz,2018,1138520,4.58,5217314,232,3527,0.02396552889765946
India,IND,Asia,Girasol,2019,870483,1.95,1696050,244,5419,-0.03977685858867541
India,IND,Asia,Trigo,2019,3154622,4.66,14711643,56,2468,-0.014608571265474116
India,IND,Asia,Caña de azúcar,2019,4744475,87.68,416010087,249,2387,0.022484384403479135
India,IND,Asia,Cebada,2019,552172,3.77,2080073,85,5405,-0.019886873462493126
India,IND,Asia,Café,2019,35628,0.71,25438,250,2260,-0.013887508771047198
India,IND,Asia,Algodón,2019,3344476,2.57,8597231,84,5991,-0.049323263057452854
India,IND,Asia,Té,2019,199284,2.31,460311,258,3230,-0.019956471532087662
India,IND,Asia,Arroz,2019,3204997,4.85,15557864,297,6228,-0.02085518484199468
India,IND,Asia,Girasol,2020,4779830,3.62,17318883,121,7437,-0.013498446260476249
India,IND,Asia,Trigo,2020,2205280,5.96,13150041,190,1440,0.04530046114862961
India,IND,Asia,Caña de azúcar,2020,3637515,83.68,304385879,259,7703,0.01729776523955405
India,IND,Asia,Cebada,2020,561344,3.79,2127121,252,7176,-0.04260348644177116
India,IND,Asia,Café,2020,337485,1.9,641811,272,7853,0.00436452033874777
India,IND,Asia,Algodón,2020,1835936,3.59,6592976,284,2392,-0.03906305747557131
India,IND,Asia,Té,2020,172937,1.42,245424,215,7547,0.046681113356860565
India,IND,Asia,Arroz,2020,1754316,3.32,5828338,241,9499,0.005799341634302055
China,CHN,Asia,Té,2011,261190,1.33,347464,79,3321,-0.015167134767852475
China,CHN,Asia,Arroz,2011,875165,4.59,4021333,234,8412,-0.018109052578229957
China,CHN,Asia,Caña de azúcar,2011,1931131,50.76,98033799,254,3692,0.04299224464885924
China,CHN,Asia,Trigo,2011,4422500,2.68,11851403,295,8570,-0.026814445258858968
China,CHN,Asia,Café,2011,97729,0.9,87822,238,4232,-0.005042498862592018
China,CHN,Asia,Girasol,2011,47398,2.76,130884,257,2025,0.007734790520185261
China,CHN,Asia,Soja,2011,4644712,2.64,12261231,117,9019,0.0027715019627782694
China,CHN,Asia,Cebada,2011,1271965,3.27,4155217,140,8501,0.011736267933642498
China,CHN,Asia,Té,2012,162985,3.09,503866,130,2931,-0.026142727356120943
China,CHN,Asia,Arroz,2012,1531472,5.96,9122751,85,7286,-0.00769612179267877
China,CHN,Asia,Caña de azúcar,2012,9104123,123.63,1125569194,192,3733,-0.0010357973807791146
China,CHN,Asia,Trigo,2012,2590284,8.2,21237643,293,1157,-0.001539108055431615
China,CHN,Asia,Café,2012,198173,2.43,481415,225,9056,-0.00843695647258881
China,CHN,Asia,Girasol,2012,4292269,2.05,8797410,106,5785,-0.04673049131419293
China,CHN,Asia,Soja,2012,2428440,2.99,7263071,246,9115,0.0049726184538051305
China,CHN,Asia,Cebada,2012,237546,4.01,953002,188,1681,0.02600041308923083
China,CHN,Asia,Té,2013,115793,2.75,318873,242,5055,-0.020229106489710637
China,CHN,Asia,Arroz,2013,2071946,4.8,9951397,271,2923,0.027563164988077357
China,CHN,Asia,Caña de azúcar,2013,9634196,119.82,1154381363,159,3719,0.011615119978215516
China,CHN,Asia,Trigo,2013,1859291,7.09,13186433,202,9827,-0.03316226353969157
China,CHN,Asia,Café,2013,168227,1.08,182249,280,2560,-0.03644110935719909
China,CHN,Asia,Girasol,2013,3647762,4.43,16177539,82,3174,-0.025032275806186024
China,CHN,Asia,Soja,2013,7331881,3.3,24173528,86,5402,0.012781282077897402
China,CHN,Asia,Cebada,2013,162761,4.77,776624,181,5558,0.01947036157275446
China,CHN,Asia,Té,2014,262525,2.3,603049,248,2526,0.023093193748705304
China,CHN,Asia,Arroz,2014,2828444,7.56,21385952,151,4568,0.04681285800758235
China,CHN,Asia,Caña de azúcar,2014,9038849,81.92,740438928,197,3139,0.006614211091714027
China,CHN,Asia,Trigo,2014,2953369,7.03,20759381,210,8529,-0.048371864762725564
China,CHN,Asia,Café,2014,93062,1.26,117115,101,3161,0.03821477640419989
China,CHN,Asia,Girasol,2014,2263661,1.39,3153321,220,3711,-0.044821272495134505
China,CHN,Asia,Soja,2014,6421797,3.65,23418954,230,2559,-0.04989136963082763
China,CHN,Asia,Cebada,2014,287667,4.54,1305275,52,6629,0.031710902691329854
China,CHN,Asia,Té,2015,256520,2.17,557752,72,2678,-0.039679846679157416
China,CHN,Asia,Arroz,2015,1254940,5.27,6608017,84,3340,-0.0431588392477421
China,CHN,Asia,Caña de azúcar,2015,2878085,97.71,281215400,88,7745,0.01160760126007062
China,CHN,Asia,Trigo,2015,1861984,2.28,4241102,200,7291,-0.014846435961687048
China,CHN,Asia,Café,2015,418815,0.62,260308,191,5668,0.027896965251325997
China,CHN,Asia,Girasol,2015,2730337,1.81,4932350,150,5842,0.014616977464086661
China,CHN,Asia,Soja,2015,7377577,3.89,28692208,177,2163,0.0028286500936184206
China,CHN,Asia,Cebada,2015,878914,5.45,4791882,195,7895,-0.013458753715190133
China,CHN,Asia,Té,2016,269207,2.76,741964,67,1225,-0.023781472283793292
China,CHN,Asia,Arroz,2016,236390,6.15,1452861,232,9209,0.026711000066572427
China,CHN,Asia,Caña de azúcar,2016,6807040,68.19,464169709,121,2369,-0.01900931143833581
China,CHN,Asia,Trigo,2016,1782936,6.41,11433534,200,2083,-0.018983050660285453
China,CHN,Asia,Café,2016,449818,0.99,444941,79,8428,0.011229679442072218
China,CHN,Asia,Girasol,2016,1336372,2.0,2669201,91,9133,0.045301620175469764
China,CHN,Asia,Soja,2016,6866178,3.6,24730989,241,5403,0.023293583755504152
China,CHN,Asia,Cebada,2016,1737707,2.72,4731015,66,5308,0.02123232482004954
China,CHN,Asia,Té,2017,43503,1.73,75435,269,3734,-0.013231222214318827
China,CHN,Asia,Arroz,2017,419700,6.32,2653907,239,9336,-0.049743149396748926
China,CHN,Asia,Caña de azúcar,2017,253342,71.24,18047536,88,3932,0.04311600771571855
China,CHN,Asia,Trigo,2017,5456740,7.75,42279937,107,6272,-0.025173681664275683
China,CHN,Asia,Café,2017,201664,0.83,168072,178,1862,-0.03206556497276944
China,CHN,Asia,Girasol,2017,454724,2.79,1269114,122,6090,-0.01726990782738811
China,CHN,Asia,Soja,2017,123256,3.22,397037,239,4974,-0.0036073309419500724
China,CHN,Asia,Cebada,2017,1111442,7.12,7910729,189,5016,-0.03494336232067803
China,CHN,Asia,Té,2018,16083,1.52,24383,274,1157,0.045099026214344334
China,CHN,Asia,Arroz,2018,2355408,5.29,12466890,102,9680,0.04831157418948977
China,CHN,Asia,Caña de azúcar,2018,1022944,94.72,96897113,61,4792,0.039728747193145925
China,CHN,Asia,Trigo,2018,3298526,5.35,17641712,179,3187,0.013721568003269208
China,CHN,Asia,Café,2018,310620,1.81,563765,110,5778,-0.023900906107638998
China,CHN,Asia,Girasol,2018,3195579,3.0,9590952,119,4827,-0.04253125641975203
China,CHN,Asia,Soja,2018,6089943,3.01,18301075,165,8635,-0.01859667121878822
China,CHN,Asia,Cebada,2018,675906,4.89,3305596,117,2964,-0.040957911195147516
China,CHN,Asia,Té,2019,191851,2.47,473306,263,6370,-0.03516762026309006
China,CHN,Asia,Arroz,2019,1725992,4.0,6896976,259,3848,-0.04689179066412405
China,CHN,Asia,Caña de azúcar,2019,7611704,83.65,636724571,76,3290,-0.03785467444959513
China,CHN,Asia,Trigo,2019,1616415,3.02,4888424,211,2376,0.008232380141406315
China,CHN,Asia,Café,2019,400731,0.71,283947,215,8265,0.03092986652910079
China,CHN,Asia,Girasol,2019,2427346,1.78,4313175,286,8096,0.032168540153228384
China,CHN,Asia,Soja,2019,296646,3.03,899069,282,4066,-0.022501823097575792
China,CHN,Asia,Cebada,2019,323320,2.54,820195,125,9173,-0.008800779370383496
China,CHN,Asia,Té,2020,35001,1.09,38266,214,9614,-0.0250852244863254
China,CHN,Asia,Arroz,2020,3069096,8.28,25412303,141,8859,0.004451780603405162
China,CHN,Asia,Caña de azúcar,2020,9910030,77.85,771463505,131,4588,-0.04706965394633653
China,CHN,Asia,Trigo,2020,2912319,2.84,8267307,246,4813,0.04739798617335021
China,CHN,Asia,Café,2020,296959,1.08,321465,238,1916,0.0264049723717511
China,CHN,Asia,Girasol,2020,6340629,3.42,21667266,264,3846,-0.032389963242000996
China,CHN,Asia,Soja,2020,7497946,3.85,28902024,230,6761,0.044755873507001526
China,CHN,Asia,Cebada,2020,1286586,7.22,9286449,298,9064,0.004212460152099327
Francia,FRA,Europa,Trigo,2011,25895,4.56,117982,137,3907,0.04187807873072061
Francia,FRA,Europa,Caña de azúcar,2011,5559740,57.97,322291162,86,2817,0.03464808875791346
Francia,FRA,Europa,Maíz,2011,1347210,6.4,8623163,75,6514,-0.019823484627453092
Francia,FRA,Europa,Café,2011,82475,2.0,164546,174,6198,-0.032579732904446934
Francia,FRA,Europa,Algodón,2011,2996868,3.67,11001262,220,3872,-0.012161589185280187
Francia,FRA,Europa,Soja,2011,2562682,3.41,8743027,292,7415,0.03507569655350083
Francia,FRA,Europa,Cebada,2011,1217255,3.06,3729649,297,4619,0.013964677278362397
Francia,FRA,Europa,Girasol,2011,4110573,1.8,7408674,131,3750,0.013618677024036824
Francia,FRA,Europa,Trigo,2012,2998434,3.92,11758877,67,6742,-0.02433420584572852
Francia,FRA,Europa,Caña de azúcar,2012,30581,59.86,1830466,92,7783,-0.000691800652615239
Francia,FRA,Europa,Maíz,2012,9241058,6.92,63939999,197,4695,-0.03373434882515117
Francia,FRA,Europa,Café,2012,430040,0.43,182849,76,2215,-0.015819179885011025
Francia,FRA,Europa,Algodón,2012,713460,3.64,2600560,73,6536,0.009403054405209485
Francia,FRA,Europa,Soja,2012,4187540,3.98,16653198,205,8113,-0.034289622266921595
Francia,FRA,Europa,Cebada,2012,423140,5.79,2449296,286,9849,-0.023473523065002347
Francia,FRA,Europa,Girasol,2012,1979041,1.64,3252517,175,3516,-0.04454951482949487
Francia,FRA,Europa,Trigo,2013,711089,4.13,2938255,101,2589,-0.04742643072683143
Francia,FRA,Europa,Caña de azúcar,2013,4739070,103.83,492063129,250,7512,-0.002905554705041044
Francia,FRA,Europa,Maíz,2013,4891914,3.35,16398589,276,7249,-0.0130598335068055
Francia,FRA,Europa,Café,2013,139998,1.38,192528,194,2009,-0.03488693255764609
Francia,FRA,Europa,Algodón,2013,429131,1.19,512051,298,4727,0.005360190615790884
Francia,FRA,Europa,Soja,2013,7382666,4.44,32789867,289,8779,0.007271429063121872
Francia,FRA,Europa,Cebada,2013,616290,3.43,2114426,178,9467,0.030045033672068566
Francia,FRA,Europa,Girasol,2013,1299511,1.73,2249765,92,4471,0.03084607213193631
Francia,FRA,Europa,Trigo,2014,3379919,2.41,8159385,260,3422,0.03341081186760042
Francia,FRA,Europa,Caña de azúcar,2014,1102376,67.73,74667888,269,5525,0.0019688177542069307
Francia,FRA,Europa,Maíz,2014,340482,8.98,3059212,157,2843,-0.008555760123102128
Francia,FRA,Europa,Café,2014,293964,1.74,510944,77,2654,0.028574563030967753
Francia,FRA,Europa,Algodón,2014,1587424,3.44,5466572,196,8750,-0.04625343295022866
Francia,FRA,Europa,Soja,2014,1225700,3.89,4766252,151,6431,0.019051375417097866
Francia,FRA,Europa,Cebada,2014,933176,5.68,5297900,259,5965,-0.018905070215205367
Francia,FRA,Europa,Girasol,2014,910255,2.89,2627318,240,8259,0.027403090019392465
Francia,FRA,Europa,Trigo,2015,3447131,4.62,15935062,283,7671,0.024094479892000795
Francia,FRA,Europa,Caña de azúcar,2015,6868529,98.68,677798895,129,9303,-0.00966148589875563
Francia,FRA,Europa,Maíz,2015,9775158,6.75,65937535,263,4288,0.03369766776086951
Francia,FRA,Europa,Café,2015,231402,0.52,119476,144,8605,0.0005126374937163836
Francia,FRA,Europa,Algodón,2015,556166,2.72,1512868,164,3909,0.046052037828028775
Francia,FRA,Europa,Soja,2015,4762741,3.1,14748171,241,2480,-0.021493062356523807
Francia,FRA,Europa,Cebada,2015,345478,5.58,1927653,106,4688,0.017769524609097073
Francia,FRA,Europa,Girasol,2015,3333903,3.3,11004498,224,1145,-0.002590279347065516
Francia,FRA,Europa,Trigo,2016,1358516,4.17,5664819,256,6004,0.02127404881047043
Francia,FRA,Europa,Caña de azúcar,2016,5076769,77.52,393559386,114,4575,-0.003330198450278432
Francia,FRA,Europa,Maíz,2016,7345376,6.55,48090842,297,7131,0.006145711725460079
Francia,FRA,Europa,Café,2016,158090,0.8,127098,120,6327,0.036149160025183064
Francia,FRA,Europa,Algodón,2016,2865234,3.71,10623762,182,4937,0.03996870447454949
Francia,FRA,Europa,Soja,2016,7648388,3.75,28662861,85,1417,0.015540057046244157
Francia,FRA,Europa,Cebada,2016,655118,5.85,3829336,199,4111,-0.015683295036442682
Francia,FRA,Europa,Girasol,2016,4934310,3.11,15361424,141,9311,-0.01998051714493391
Francia,FRA,Europa,Trigo,2017,4337131,2.3,9979225,116,3999,0.044692338019395136
Francia,FRA,Europa,Caña de azúcar,2017,1792527,72.49,129934281,157,6428,-0.012831757023513891
Francia,FRA,Europa,Maíz,2017,8406925,9.83,82606555,199,2166,-0.0027780317593916887
Francia,FRA,Europa,Café,2017,59367,2.0,118758,63,3470,-0.03626347408268761
Francia,FRA,Europa,Algodón,2017,1604508,5.25,8429029,86,6183,0.03623939433371161
Francia,FRA,Europa,Soja,2017,673748,3.3,2225200,212,1950,-0.049528649857600617
Francia,FRA,Europa,Cebada,2017,1531785,4.82,7377694,251,2442,-0.03705940424317142
Francia,FRA,Europa,Girasol,2017,3654984,2.64,9650519,59,9745,-0.030058574877188306
Francia,FRA,Europa,Trigo,2018,136608,8.18,1117844,54,1067,0.012668692867162254
Francia,FRA,Europa,Caña de azúcar,2018,5446391,66.28,360992294,128,3736,-0.04347129775297357
Francia,FRA,Europa,Maíz,2018,4315885,6.29,27133498,161,3192,-0.01572671607424401
Francia,FRA,Europa,Café,2018,230829,1.94,448625,257,7609,-0.04808752668766806
Francia,FRA,Europa,Algodón,2018,517471,1.32,684620,81,7006,0.021111009009585055
Francia,FRA,Europa,Soja,2018,3734645,3.88,14481520,62,1785,0.01619699158378947
Francia,FRA,Europa,Cebada,2018,51321,2.22,113980,81,9966,-0.02472617069304263
Francia,FRA,Europa,Girasol,2018,1954569,2.86,5589285,219,2654,0.016248296588889682
Francia,FRA,Europa,Trigo,2019,1103872,5.25,5796128,208,2928,-0.021729323182990746
Francia,FRA,Europa,Caña de azúcar,2019,9924801,58.78,583398817,183,4304,-0.014207816344919244
Francia,FRA,Europa,Maíz,2019,2802897,2.98,8364455,288,8875,-0.016939638380329858
Francia,FRA,Europa,Café,2019,294790,0.59,172477,176,3443,0.044944601573111614
Francia,FRA,Europa,Algodón,2019,378722,2.47,935387,109,8483,0.04886659307576041
Francia,FRA,Europa,Soja,2019,3763862,3.25,12248712,268,5760,-0.013978533594611223
Francia,FRA,Europa,Cebada,2019,1016661,4.59,4667702,61,1158,0.03519987250744881
Francia,FRA,Europa,Girasol,2019,1620329,2.84,4599763,118,2522,-0.012737784672555118
Francia,FRA,Europa,Trigo,2020,947329,4.86,4605855,148,8835,0.02998990969489501
Francia,FRA,Europa,Caña de azúcar,2020,3177698,62.49,198565980,291,3611,-0.03962868942616306
Francia,FRA,Europa,Maíz,2020,10551668,8.35,88085375,147,6875,0.011135841927540469
Francia,FRA,Europa,Café,2020,581127,2.3,1338017,285,8997,-0.038706252062623264
Francia,FRA,Europa,Algodón,2020,198939,1.08,214634,272,9598,0.02675287182899104
Francia,FRA,Europa,Soja,2020,5229927,3.88,20268918,182,9570,0.01882416434629275
Francia,FRA,Europa,Cebada,2020,1017381,4.13,4203011,223,7305,-0.035134554774289575
Francia,FRA,Europa,Girasol,2020,577596,1.79,1034442,170,9123,0.03694156346127679
Alemania,DEU,Europa,Soja,2011,5398254,3.21,17310419,163,8341,-0.041198013829745944
Alemania,DEU,Europa,Caña de azúcar,2011,5338785,70.14,374446753,76,7609,-0.008766145232445052
Alemania,DEU,Europa,Girasol,2011,11512,4.01,46148,213,5990,0.039011089882506234
Alemania,DEU,Europa,Té,2011,241629,2.38,573983,107,8445,-0.01680273744452683
Alemania,DEU,Europa,Trigo,2011,4062211,5.87,23847803,74,4633,-0.049780305220665705
Alemania,DEU,Europa,Café,2011,332472,2.24,745221,229,2741,-0.04542218901449657
Alemania,DEU,Europa,Maíz,2011,2427380,9.34,22672727,115,4209,-0.031245659946839668
Alemania,DEU,Europa,Cebada,2011,850939,3.34,2838516,136,2765,0.02571493418102737
Alemania,DEU,Europa,Soja,2012,5174134,4.68,24195335,165,8493,0.015845669500020268
Alemania,DEU,Europa,Caña de azúcar,2012,2396761,101.16,242465865,191,8091,0.03388161106789166
Alemania,DEU,Europa,Girasol,2012,4309725,3.77,16246391,94,3103,-0.03964460388764324
Alemania,DEU,Europa,Té,2012,173624,2.19,380432,284,5067,-0.022640412004388877
Alemania,DEU,Europa,Trigo,2012,2629886,3.92,10308998,229,9393,-0.020108686504457574
Alemania,DEU,Europa,Café,2012,465996,1.25,584593,105,4291,-0.029028730374449807
Alemania,DEU,Europa,Maíz,2012,6079788,8.57,52096663,299,3913,0.0003893439043249694
Alemania,DEU,Europa,Cebada,2012,701274,5.61,3933606,199,7839,0.01742434855391735
Alemania,DEU,Europa,Soja,2013,4872539,3.82,18623769,183,2744,-0.047472785874552795
Alemania,DEU,Europa,Caña de azúcar,2013,923474,71.14,65698549,123,5105,-0.035357160985930405
Alemania,DEU,Europa,Girasol,2013,2361916,1.86,4386555,165,2679,0.011610883376028655
Alemania,DEU,Europa,Té,2013,307453,3.05,937549,110,9370,0.028430717287088667
Alemania,DEU,Europa,Trigo,2013,2581351,4.86,12552324,156,6122,0.0465833213568662
Alemania,DEU,Europa,Café,2013,370947,1.14,422736,272,8259,0.03299834819551445
Alemania,DEU,Europa,Maíz,2013,6763106,8.7,58852779,248,4170,-0.02058222781955085
Alemania,DEU,Europa,Cebada,2013,1389206,3.5,4865054,80,7180,-0.04593657670281246
Alemania,DEU,Europa,Soja,2014,2212295,2.64,5847509,134,8640,0.02096892963163141
Alemania,DEU,Europa,Caña de azúcar,2014,2464081,130.07,320503951,210,5934,-0.0009449058846323424
Alemania,DEU,Europa,Girasol,2014,3119278,1.8,5602407,294,4012,0.0020606287331703804
Alemania,DEU,Europa,Té,2014,90740,1.63,148035,106,4495,0.016333447644027693
Alemania,DEU,Europa,Trigo,2014,2448628,3.68,9007544,193,1144,-0.03852780485977347
Alemania,DEU,Europa,Café,2014,125645,2.5,314329,295,1653,0.018255136076852793
Alemania,DEU,Europa,Maíz,2014,1970628,5.42,10671889,283,9468,0.03221090642399663
Alemania,DEU,Europa,Cebada,2014,1680186,4.0,6717294,216,4154,-0.017968724285144587
Alemania,DEU,Europa,Soja,2015,789168,3.39,2675561,51,2072,-0.0289218525064475
Alemania,DEU,Europa,Caña de azúcar,2015,3797050,95.61,363043576,187,8130,0.014656115931834537
Alemania,DEU,Europa,Girasol,2015,1484901,1.45,2151027,68,1889,-0.03220078364445658
Alemania,DEU,Europa,Té,2015,36065,1.78,64087,149,8391,0.013021726462578792
Alemania,DEU,Europa,Trigo,2015,163030,3.13,510303,234,2036,0.02559605966951775
Alemania,DEU,Europa,Café,2015,385881,2.07,800024,124,5937,0.010656584118683053
Alemania,DEU,Europa,Maíz,2015,7225117,5.5,39734991,90,9740,-0.02801342745394897
Alemania,DEU,Europa,Cebada,2015,1826359,6.13,11198736,86,5883,0.017728904550506255
Alemania,DEU,Europa,Soja,2016,7824449,5.1,39906614,52,3316,-0.0376764841066501
Alemania,DEU,Europa,Caña de azúcar,2016,5874725,102.35,601271048,241,6633,-0.028826305707801515
Alemania,DEU,Europa,Girasol,2016,5006056,1.61,8079622,114,4183,-0.038537745787681654
Alemania,DEU,Europa,Té,2016,322978,3.48,1125495,190,8557,0.014467451385903801
Alemania,DEU,Europa,Trigo,2016,530001,3.15,1671878,293,6420,-0.014286164098817757
Alemania,DEU,Europa,Café,2016,134399,0.82,110423,131,8960,-0.0049354021785065
Alemania,DEU,Europa,Maíz,2016,5577029,6.9,38469124,256,6182,0.04586589219295038
Alemania,DEU,Europa,Cebada,2016,617228,3.2,1976410,161,5533,0.034011005878065534
Alemania,DEU,Europa,Soja,2017,5644663,3.09,17421273,248,6004,-0.0013028617563308614
Alemania,DEU,Europa,Caña de azúcar,2017,1250135,112.72,140910944,187,4218,-0.02367653494064167
Alemania,DEU,Europa,Girasol,2017,770718,3.78,2910842,211,1511,0.03126423998317904
Alemania,DEU,Europa,Té,2017,119253,2.91,346798,188,8734,0.015390813928244443
Alemania,DEU,Europa,Trigo,2017,3031845,3.96,12013771,124,3193,-0.0035298857829547253
Alemania,DEU,Europa,Café,2017,217241,0.91,197697,296,3717,0.025720607127351067
Alemania,DEU,Europa,Maíz,2017,2529076,5.26,13296633,297,3395,0.02359198088348244
Alemania,DEU,Europa,Cebada,2017,779864,2.68,2092322,117,7052,-0.026598133114868083
Alemania,DEU,Europa,Soja,2018,4889234,4.04,19746956,166,1760,-0.04600953014151024
Alemania,DEU,Europa,Caña de azúcar,2018,1922703,113.29,217830531,263,5314,0.007863143492005807
Alemania,DEU,Europa,Girasol,2018,3391922,2.78,9423673,263,2275,0.0016662897553938669
Alemania,DEU,Europa,Té,2018,116256,2.12,246949,174,8898,0.0387171943517111
Alemania,DEU,Europa,Trigo,2018,1011512,4.16,4204221,121,4465,-0.034975959221343944
Alemania,DEU,Europa,Café,2018,287174,1.51,432668,257,6410,0.022025565887494908
Alemania,DEU,Europa,Maíz,2018,8402185,6.87,57762771,155,1367,-0.02563296925787305
Alemania,DEU,Europa,Cebada,2018,1117777,2.78,3104287,196,3406,-0.044408799583955584
Alemania,DEU,Europa,Soja,2019,1463520,3.88,5675885,213,1305,0.03785089829530365
Alemania,DEU,Europa,Caña de azúcar,2019,5516868,106.9,589758724,170,8891,-0.032943321601030376
Alemania,DEU,Europa,Girasol,2019,1462104,3.15,4609433,218,9369,-0.023547930145471033
Alemania,DEU,Europa,Té,2019,208210,2.57,535596,146,7315,-0.03677868015425644
Alemania,DEU,Europa,Trigo,2019,3700533,7.0,25894516,88,2577,-0.032257781568267065
Alemania,DEU,Europa,Café,2019,394263,0.64,254045,80,2526,-0.0017759064887519077
Alemania,DEU,Europa,Maíz,2019,8095649,11.03,89286894,216,8069,0.002204422966155417
Alemania,DEU,Europa,Cebada,2019,94822,5.43,515150,173,7246,-0.014948218622022814
Alemania,DEU,Europa,Soja,2020,9365600,3.82,35738183,84,5170,-0.0022858762995459983
Alemania,DEU,Europa,Caña de azúcar,2020,1301996,86.17,112195123,98,1089,0.02091488372061079
Alemania,DEU,Europa,Girasol,2020,5891856,2.47,14547154,102,6175,-0.009115492282606816
Alemania,DEU,Europa,Té,2020,193124,2.3,443660,158,6990,0.011188067701131496
Alemania,DEU,Europa,Trigo,2020,4489698,6.84,30708729,173,3928,-0.0129787031120853
Alemania,DEU,Europa,Café,2020,144804,2.76,400243,151,3262,0.035499892282359696
Alemania,DEU,Europa,Maíz,2020,4498613,5.94,26737263,104,9328,-0.009943909357427713
Alemania,DEU,Europa,Cebada,2020,1124437,4.32,4859168,149,1086,0.03043693608871742
Australia,AUS,Oceanía,Trigo,2011,331327,7.22,2391721,217,9536,-0.021353076613243063
Australia,AUS,Oceanía,Caña de azúcar,2011,1001514,137.24,137447283,162,1175,-0.029829275719398543
Australia,AUS,Oceanía,Algodón,2011,2206270,1.56,3434095,182,4795,0.011518998570354946
Australia,AUS,Oceanía,Maíz,2011,6219497,3.36,20872562,120,7544,-0.014687233664347203
Australia,AUS,Oceanía,Café,2011,308199,0.77,237431,285,2477,0.004959265354643597
Australia,AUS,Oceanía,Té,2011,298424,3.03,903477,120,4707,0.010636340799225222
Australia,AUS,Oceanía,Soja,2011,7768365,2.39,18596653,179,2744,0.005863071286965879
Australia,AUS,Oceanía,Arroz,2011,1443327,8.72,12587131,274,9813,0.03131473496063743
Australia,AUS,Oceanía,Trigo,2012,3799806,8.64,32833009,243,6565,0.04612387253016144
Australia,AUS,Oceanía,Caña de azúcar,2012,7785219,129.56,1008690861,116,2106,-0.011732675408078888
Australia,AUS,Oceanía,Algodón,2012,965820,2.55,2466599,294,6785,0.0016504217204838315
Australia,AUS,Oceanía,Maíz,2012,4343656,4.17,18126940,260,6603,-0.04239711794663109
Australia,AUS,Oceanía,Café,2012,264359,1.02,270418,96,4115,-0.00010006596363169168
Australia,AUS,Oceanía,Té,2012,124867,2.21,275627,113,6833,-0.03440044315238411
Australia,AUS,Oceanía,Soja,2012,7542892,3.13,23642897,51,9871,0.045799309046762535
Australia,AUS,Oceanía,Arroz,2012,1637896,6.69,10965687,279,5501,-0.0009194648393453311
Australia,AUS,Oceanía,Trigo,2013,4696449,3.35,15721855,63,9613,0.02992699177799811
Australia,AUS,Oceanía,Caña de azúcar,2013,9189700,64.46,592355399,248,3863,-0.004280396568397293
Australia,AUS,Oceanía,Algodón,2013,2088403,2.19,4563957,103,7216,0.008100821897944678
Australia,AUS,Oceanía,Maíz,2013,4407390,3.63,16004714,295,6621,-0.013407584887807321
Australia,AUS,Oceanía,Café,2013,113037,1.41,159783,152,5581,-0.004927100852214386
Australia,AUS,Oceanía,Té,2013,123454,3.12,385360,192,8081,0.03563087387448802
Australia,AUS,Oceanía,Soja,2013,6556473,4.15,27191660,95,7906,-4.021738881493375e-05
Australia,AUS,Oceanía,Arroz,2013,2899474,6.56,19014294,126,5111,0.006213845207171123
Australia,AUS,Oceanía,Trigo,2014,3476318,2.05,7136735,115,8807,0.033897170893745276
Australia,AUS,Oceanía,Caña de azúcar,2014,5290671,72.59,384067874,257,5222,-0.015585972353938729
Australia,AUS,Oceanía,Algodón,2014,1481058,3.88,5752139,197,9821,-0.03254611642705416
Australia,AUS,Oceanía,Maíz,2014,6531813,5.73,37455534,164,2284,-0.011892900158715428
Australia,AUS,Oceanía,Café,2014,324723,2.89,936963,287,6527,-0.007818351215665487
Australia,AUS,Oceanía,Té,2014,221894,2.01,445691,108,6136,-0.01831217583044388
